goods_no,category,base_cat,brand,brand_name,title,style_no,similar_no,gender,season,season_year,thumbnail,price_normal,price_final,review_count,review_score,purchase_total,page_view,fit,touch,elasticity,sheer,thickness,wear_season,color_codes,sizes,gallery,tags,size_type,size_measures,survey,ai_summary,ingest_tag,fetched_at
6521898,001010,017016002,fridayseven,프라이데이세븐,벤트라 롱슬리브 Ventra lsv charcoal,25FLSV1,0,여성,1,2026,https://image.msscdn.net/images/goods_img/20260520/6521898/6521898_17792876968828_500.jpg,59000,59000,1,100,0,100,,,,,,,{25},"{S,M,L,XL}","{/images/prd_img/20260520/6521898/detail_6521898_17792876974787_500.jpg,/images/prd_img/20260520/6521898/detail_6521898_17792876976171_500.jpg,/images/prd_img/20260520/6521898/detail_6521898_17792876977573_500.jpg,/images/prd_img/20260520/6521898/detail_6521898_17792876978921_500.jpg,/images/prd_img/20260520/6521898/detail_6521898_17792876980582_500.jpg}","{긴팔메쉬티,러닝,러닝긴팔,러닝상의,런닝,메쉬긴팔티,자외선차단긴팔}",21,"[{""name"": ""S"", ""items"": [{""name"": ""총장"", ""value"": 66.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 46.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 53.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 59.0, ""recommendSizeRange"": 5}]}, {""name"": ""M"", ""items"": [{""name"": ""총장"", ""value"": 68.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 48.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 55.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 61.5, ""recommendSizeRange"": 5}]}, {""name"": ""L"", ""items"": [{""name"": ""총장"", ""value"": 70.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 50.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 58.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 64.0, ""recommendSizeRange"": 5}]}, {""name"": ""XL"", ""items"": [{""name"": ""총장"", ""value"": 72.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 52.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 60.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 66.5, ""recommendSizeRange"": 5}]}]","{""questions"": []}",,,2026-08-12 03:47:03.50325+00
6521900,001010,017016002,fridayseven,프라이데이세븐,벤트라 롱슬리브 Ventra lsv ivory,25FLSV1,0,여성,1,2026,https://image.msscdn.net/images/goods_img/20260520/6521900/6521900_17792876886639_500.jpg,59000,59000,3,80,0,136,,,,,,,{23},"{S,M,L,XL}","{/images/prd_img/20260520/6521900/detail_6521900_17792876892934_500.jpg,/images/prd_img/20260520/6521900/detail_6521900_17792876894353_500.jpg,/images/prd_img/20260520/6521900/detail_6521900_17792876895727_500.jpg,/images/prd_img/20260520/6521900/detail_6521900_17792876897428_500.jpg,/images/prd_img/20260520/6521900/detail_6521900_17792876898773_500.jpg}","{긴팔메쉬티,러닝,러닝긴팔,러닝상의,런닝,메쉬긴팔티,자외선차단긴팔}",21,"[{""name"": ""S"", ""items"": [{""name"": ""총장"", ""value"": 66.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 46.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 53.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 59.0, ""recommendSizeRange"": 5}]}, {""name"": ""M"", ""items"": [{""name"": ""총장"", ""value"": 68.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 48.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 55.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 61.5, ""recommendSizeRange"": 5}]}, {""name"": ""L"", ""items"": [{""name"": ""총장"", ""value"": 70.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 50.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 58.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 64.0, ""recommendSizeRange"": 5}]}, {""name"": ""XL"", ""items"": [{""name"": ""총장"", ""value"": 72.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 52.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 60.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 66.5, ""recommendSizeRange"": 5}]}]","{""questions"": []}",,,2026-08-12 03:47:03.50325+00
6548210,001011,001011,massimodutti2,마시모두띠,코튼 스퀘어넥 탑,06256578600,0,여성,"","",https://image.msscdn.net/images/goods_img/20260526/6548210/6548210_17800546239687_500.jpg,69000,69000,0,0,0,0,,,,,,,{11},"{""레드^XS (KR 44-55)"",""레드^S (KR 55)"",""레드^M (KR 55-66)"",""레드^L (KR 66)"",""레드^XL (KR 77)""}","{/images/prd_img/20260526/6548210/detail_6548210_17800546245998_500.jpg,/images/prd_img/20260526/6548210/detail_6548210_17800546247471_500.jpg,/images/prd_img/20260526/6548210/detail_6548210_17800546248961_500.jpg,/images/prd_img/20260526/6548210/detail_6548210_17800546250410_500.jpg,/images/prd_img/20260526/6548210/detail_6548210_17800546251888_500.jpg,/images/prd_img/20260526/6548210/detail_6548210_17800546253478_500.jpg,/images/prd_img/20260526/6548210/detail_6548210_17800546254999_500.jpg,/images/prd_img/20260526/6548210/detail_6548210_17800546256644_500.jpg}",,,,,,,2026-08-12 03:47:03.50325+00
6567446,001011,001011,massimodutti2,마시모두띠,코튼 스트래피 탑,06226620800,0,여성,"","",https://image.msscdn.net/images/goods_img/20260528/6567446/6567446_17799658616336_500.jpg,69000,69000,0,0,0,0,,,,,,,{2},"{""블랙^XS (KR 44-55)"",""블랙^S (KR 55)"",""블랙^M (KR 55-66)"",""블랙^L (KR 66)"",""블랙^XL (KR 77)""}","{/images/prd_img/20260528/6567446/detail_6567446_17799658622334_500.jpg,/images/prd_img/20260528/6567446/detail_6567446_17799658623710_500.jpg,/images/prd_img/20260528/6567446/detail_6567446_17799658625103_500.jpg,/images/prd_img/20260528/6567446/detail_6567446_17799658626383_500.jpg,/images/prd_img/20260528/6567446/detail_6567446_17799658627776_500.jpg,/images/prd_img/20260528/6567446/detail_6567446_17799658629121_500.jpg,/images/prd_img/20260528/6567446/detail_6567446_17799658630482_500.jpg,/images/prd_img/20260528/6567446/detail_6567446_17799658631978_500.jpg}",,,,,,,2026-08-12 03:47:03.50325+00
6595532,001003,017016006,lululemon,룰루레몬,로고 스포츠 폴로 숏슬리브  SQD2,LM3GMBS-078779,0,남성,1,2026,https://image.msscdn.net/images/goods_img/20260602/6595532/6595532_17858681377151_500.jpg,125000,88000,0,0,0,263,,,,,,,{1},"{White^XS,White^S,White^M,White^L,White^XL,White^XXL}","{/images/prd_img/20260602/6595532/detail_6595532_17858681383369_500.jpg,/images/prd_img/20260602/6595532/detail_6595532_17858681385122_500.jpg,/images/prd_img/20260602/6595532/detail_6595532_17858681386797_500.jpg,/images/prd_img/20260602/6595532/detail_6595532_17858681388231_500.jpg}",,,,,,,2026-08-12 03:47:03.50325+00
6604274,001001,001001,polar,폴라,Tee - Baby Angel - Black,P000BLPU,0,남성,1,2026,https://image.msscdn.net/images/goods_img/20260604/6604274/6604274_17805459228800_500.png,89000,89000,0,0,0,0,,,,,,,{2},"{M,L,XL}",,,5,"[{""name"": ""M"", ""items"": [{""name"": ""총장"", ""value"": 72.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 56.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 55.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 21.0, ""recommendSizeRange"": 5}]}, {""name"": ""L"", ""items"": [{""name"": ""총장"", ""value"": 73.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 58.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 56.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 22.0, ""recommendSizeRange"": 5}]}, {""name"": ""XL"", ""items"": [{""name"": ""총장"", ""value"": 76.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 59.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 57.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 23.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
6629705,001001,001001,massimodutti2,마시모두띠,래글런 반팔 티셔츠,06814920250,0,여성,"","",https://image.msscdn.net/images/goods_img/20260608/6629705/6629705_17809274483002_500.jpg,69000,69000,0,0,0,286,,,,,,,{1},"{""화이트^XS (KR 44-55)"",""화이트^S (KR 55)"",""화이트^M (KR 55-66)"",""화이트^L (KR 66)"",""화이트^XL (KR 77)""}","{/images/prd_img/20260608/6629705/detail_6629705_17809274489983_500.jpg,/images/prd_img/20260608/6629705/detail_6629705_17809274491736_500.jpg,/images/prd_img/20260608/6629705/detail_6629705_17809274493144_500.jpg,/images/prd_img/20260608/6629705/detail_6629705_17809274494599_500.jpg,/images/prd_img/20260608/6629705/detail_6629705_17809274496024_500.jpg,/images/prd_img/20260608/6629705/detail_6629705_17809274497421_500.jpg,/images/prd_img/20260608/6629705/detail_6629705_17809274498896_500.jpg,/images/prd_img/20260608/6629705/detail_6629705_17809274500402_500.jpg}",,,,,,,2026-08-12 03:47:03.50325+00
6650968,001001,001001,tansanmagnesium,탄산마그네슘,원숄더 아일렛 티셔츠 (그레이),T26STS18GY,0,여성,"",0000,https://image.msscdn.net/images/goods_img/20260611/6650968/6650968_17814907392083_500.jpg,69000,52440,0,0,0,3612,슬림,부드러움,보통,거의 없음,얇음,봄,{3},{O/S},"{/images/prd_img/20260611/6650968/detail_6650968_17814907518141_500.jpg,/images/prd_img/20260611/6650968/detail_6650968_17814907434974_500.jpg,/images/prd_img/20260611/6650968/detail_6650968_17814907441794_500.jpg,/images/prd_img/20260611/6650968/detail_6650968_17814907448522_500.jpg,/images/prd_img/20260611/6650968/detail_6650968_17814907455466_500.jpg}","{그래픽티셔츠,반소매,반소매티셔츠,반팔티셔츠,여름반팔,티셔츠}",5,"[{""name"": ""O/S"", ""items"": [{""name"": ""총장"", ""value"": 57.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 45.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 42.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 15.5, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
6650973,001003,001003,tansanmagnesium,탄산마그네슘,탄산 스타 로고 폴로 티셔츠 (민트),T26STS19WH,0,여성,"",0000,https://image.msscdn.net/images/goods_img/20260611/6650973/6650973_17814912950152_500.jpg,85000,64600,0,0,0,3766,슬림,약간|뻣뻣함,약간 있음,없음,얇음,"봄,여름",{32},{NONE},"{/images/prd_img/20260611/6650973/detail_6650973_17815028897868_500.jpg,/images/prd_img/20260611/6650973/detail_6650973_17814912990130_500.jpg,/images/prd_img/20260611/6650973/detail_6650973_17814912996475_500.jpg,/images/prd_img/20260611/6650973/detail_6650973_17814913003036_500.jpg,/images/prd_img/20260611/6650973/detail_6650973_17814913009616_500.jpg}","{그래픽티셔츠,반소매,반소매티셔츠,반팔티셔츠,여름반팔,티셔츠}",5,"[{""name"": ""NONE"", ""items"": [{""name"": ""총장"", ""value"": 52.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 36.5, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 42.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 14.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
6657755,001001,001001,massimodutti2,마시모두띠,100% 코튼 반팔 티셔츠,06228935700,0,여성,"","",https://image.msscdn.net/images/goods_img/20260612/6657755/6657755_17817103611059_500.jpg,69000,69000,0,0,0,412,,,,,,,{4},"{""갈색^XS (KR 44-55)"",""갈색^S (KR 55)"",""갈색^M (KR 55-66)"",""갈색^L (KR 66)"",""갈색^XL (KR 77)""}","{/images/prd_img/20260612/6657755/detail_6657755_17817103617490_500.jpg,/images/prd_img/20260612/6657755/detail_6657755_17817103619142_500.jpg,/images/prd_img/20260612/6657755/detail_6657755_17817103620711_500.jpg,/images/prd_img/20260612/6657755/detail_6657755_17817103622478_500.jpg,/images/prd_img/20260612/6657755/detail_6657755_17817103623802_500.jpg,/images/prd_img/20260612/6657755/detail_6657755_17817103625115_500.jpg,/images/prd_img/20260612/6657755/detail_6657755_17817103626447_500.jpg,/images/prd_img/20260612/6657755/detail_6657755_17817103627987_500.jpg}",,,,,,,2026-08-12 03:47:03.50325+00
6675198,001001,001001,bape,베이프,ABC 카모 콜리지 티셔츠(M) BLACK/GREEN,001TEM301004BK0,0,공용,"","",https://image.msscdn.net/images/goods_img/20260616/6675198/6675198_17839936236262_500.jpg,129000,129000,17,100,58,4202,,,,,,,,"{S,M,L,XL,2XL,3XL}",,"{그래픽티,로고티,반소매티,반소매티셔츠,반팔,반팔티셔츠,베이프반팔}",5,"[{""name"": ""S"", ""items"": [{""name"": ""총장"", ""value"": 63.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 41.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 46.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 20.0, ""recommendSizeRange"": 5}]}, {""name"": ""M"", ""items"": [{""name"": ""총장"", ""value"": 66.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 43.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 50.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 21.0, ""recommendSizeRange"": 5}]}, {""name"": ""L"", ""items"": [{""name"": ""총장"", ""value"": 70.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 46.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 54.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 22.0, ""recommendSizeRange"": 5}]}, {""name"": ""XL"", ""items"": [{""name"": ""총장"", ""value"": 73.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 49.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 57.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 23.0, ""recommendSizeRange"": 5}]}, {""name"": ""2XL"", ""items"": [{""name"": ""총장"", ""value"": 76.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 53.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 61.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 25.0, ""recommendSizeRange"": 5}]}, {""name"": ""3XL"", ""items"": [{""name"": ""총장"", ""value"": 79.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 57.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 66.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 26.0, ""recommendSizeRange"": 5}]}]","{""questions"": []}",,,2026-08-12 03:47:03.50325+00
6675232,001001,001001,bape,베이프,베이프 피치 티셔츠(W) WHITE,001TEM302063WHT,0,여성,"","",https://image.msscdn.net/images/goods_img/20260616/6675232/6675232_17840010451490_500.jpg,129000,129000,3,100,0,4395,,,,,,,,"{XXS,XS,S,M}",,"{그래픽티,로고티,반소매티,반소매티셔츠,반팔,반팔티셔츠,베이프반팔}",5,"[{""name"": ""XXS"", ""items"": [{""name"": ""총장"", ""value"": 61.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 37.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 40.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 19.5, ""recommendSizeRange"": 5}]}, {""name"": ""XS"", ""items"": [{""name"": ""총장"", ""value"": 62.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 38.5, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 43.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 20.0, ""recommendSizeRange"": 5}]}, {""name"": ""S"", ""items"": [{""name"": ""총장"", ""value"": 64.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 40.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 46.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 21.0, ""recommendSizeRange"": 5}]}, {""name"": ""M"", ""items"": [{""name"": ""총장"", ""value"": 66.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 42.5, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 49.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 22.0, ""recommendSizeRange"": 5}]}]","{""questions"": []}",,,2026-08-12 03:47:03.50325+00
6676222,001001,017016005,lululemon,룰루레몬,러브 크루넥 티셔츠  MHAZ,LW3EYDS-074057,0,여성,1,2026,https://image.msscdn.net/images/goods_img/20260616/6676222/6676222_17815779809821_500.jpg,67000,67000,1,100,0,782,,,,,,,{31},"{""Meadow Haze^0"",""Meadow Haze^2"",""Meadow Haze^4"",""Meadow Haze^6"",""Meadow Haze^8"",""Meadow Haze^10"",""Meadow Haze^12"",""Meadow Haze^14"",""Meadow Haze^16"",""Meadow Haze^18""}","{/images/prd_img/20260616/6676222/detail_6676222_17815779815717_500.jpg,/images/prd_img/20260616/6676222/detail_6676222_17815779817077_500.jpg,/images/prd_img/20260616/6676222/detail_6676222_17815779818486_500.jpg,/images/prd_img/20260616/6676222/detail_6676222_17815779819964_500.jpg,/images/prd_img/20260616/6676222/detail_6676222_17815779821458_500.jpg}",,,,"{""questions"": []}",,,2026-08-12 03:47:03.50325+00
6692595,001001,017016005,lululemon,룰루레몬,실키어필 타이백 숏슬리브 셔츠  LLAY,LW3KKFS-075702,0,여성,1,2026,https://image.msscdn.net/images/goods_img/20260618/6692595/6692595_17857312726683_500.jpg,93000,93000,0,0,0,238,,,,,,,{39},"{""Lilac Play^XXXS"",""Lilac Play^XXS"",""Lilac Play^XS"",""Lilac Play^S"",""Lilac Play^M"",""Lilac Play^L"",""Lilac Play^XL""}","{/images/prd_img/20260618/6692595/detail_6692595_17857312732538_500.jpg,/images/prd_img/20260618/6692595/detail_6692595_17857312733961_500.jpg,/images/prd_img/20260618/6692595/detail_6692595_17857312735524_500.jpg,/images/prd_img/20260618/6692595/detail_6692595_17857312737162_500.jpg,/images/prd_img/20260618/6692595/detail_6692595_17857312738649_500.jpg}",,,,,,,2026-08-12 03:47:03.50325+00
6694169,001010,001010,chicks,칙스,소프트 거즈 레이어드 오버핏 긴팔 티셔츠,5018540912,0,여성,"",0000,https://image.msscdn.net/images/goods_img/20260618/6694169/6694169_17848810024781_500.jpg,24000,5530,3,86,98,2326,,,,,,,"{1,11,2,24,25,3,30,36,4,77,83}","{""연그레이^ONE SIZE"",""네이비^ONE SIZE"",""카키^ONE SIZE"",""브라운^ONE SIZE"",""레드^ONE SIZE"",""오트밀^ONE SIZE"",""진브라운^ONE SIZE"",""멜란지^ONE SIZE"",""차콜^ONE SIZE"",""블랙^ONE SIZE"",""화이트^ONE SIZE""}","{/images/prd_img/20260618/6694169/detail_6694169_17847707016859_500.jpg,/images/prd_img/20260618/6694169/detail_6694169_17847707021622_500.jpg,/images/prd_img/20260618/6694169/detail_6694169_17847707026785_500.jpg,/images/prd_img/20260618/6694169/detail_6694169_17847707031482_500.jpg,/images/prd_img/20260618/6694169/detail_6694169_17847707404657_500.jpg,/images/prd_img/20260618/6694169/detail_6694169_17847707409747_500.jpg,/images/prd_img/20260618/6694169/detail_6694169_17847707415060_500.jpg,/images/prd_img/20260618/6694169/detail_6694169_17847707420784_500.jpg,/images/prd_img/20260618/6694169/detail_6694169_17847707425926_500.jpg,/images/prd_img/20260618/6694169/detail_6694169_17847707431232_500.jpg,/images/prd_img/20260618/6694169/detail_6694169_17847707436678_500.jpg,/images/prd_img/20260618/6694169/detail_6694169_17847707443136_500.jpg,/images/prd_img/20260618/6694169/detail_6694169_17847707448192_500.jpg,/images/prd_img/20260618/6694169/detail_6694169_17847707454085_500.jpg,/images/prd_img/20260618/6694169/detail_6694169_17847707460862_500.jpg,/images/prd_img/20260618/6694169/detail_6694169_17847707465811_500.jpg,/images/prd_img/20260618/6694169/detail_6694169_17847707471189_500.jpg}","{긴팔,긴팔티셔츠,레이어드,롱슬리브,롱슬리브티,티셔츠}",21,"[{""name"": ""ONE SIZE"", ""items"": [{""name"": ""총장"", ""value"": 71.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 58.5, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 59.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 15.5, ""recommendSizeRange"": 5}]}]","{""questions"": []}",,,2026-08-12 03:47:03.50325+00
6708527,001001,017016005,lululemon,룰루레몬,우먼스 패스트 앤 프리 숏슬리브 셔츠  BLK,LW3JUBS-0001,0,여성,1,2026,https://image.msscdn.net/images/goods_img/20260622/6708527/6708527_17821057097400_500.jpg,109000,109000,0,0,0,571,,,,,,,{2},"{Black^XXXS,Black^XXS,Black^XS,Black^S,Black^M,Black^L,Black^XL}","{/images/prd_img/20260622/6708527/detail_6708527_17821057103259_500.jpg,/images/prd_img/20260622/6708527/detail_6708527_17821057104650_500.jpg,/images/prd_img/20260622/6708527/detail_6708527_17821057106006_500.jpg,/images/prd_img/20260622/6708527/detail_6708527_17821057107438_500.jpg,/images/prd_img/20260622/6708527/detail_6708527_17821057109021_500.jpg}",{패스트앤프리},,,,,,2026-08-12 03:47:03.50325+00
6739089,001011,017016003,lululemon,룰루레몬,레퍼 슬리브리스 탱크탑  VPOR,LM1404S-032894,0,남성,1,2026,https://image.msscdn.net/images/goods_img/20260626/6739089/6739089_17824619518789_500.jpg,67000,67000,1,100,0,1017,,,,,,,{1},"{Vapor^XS,Vapor^S,Vapor^M,Vapor^L,Vapor^XL,Vapor^XXL}","{/images/prd_img/20260626/6739089/detail_6739089_17824619525411_500.jpg,/images/prd_img/20260626/6739089/detail_6739089_17824619526771_500.jpg,/images/prd_img/20260626/6739089/detail_6739089_17824619528252_500.jpg,/images/prd_img/20260626/6739089/detail_6739089_17824619529758_500.jpg,/images/prd_img/20260626/6739089/detail_6739089_17824619531086_500.jpg}",,,,"{""questions"": []}",,,2026-08-12 03:47:03.50325+00
6739182,001011,017016003,lululemon,룰루레몬,스컬프트 탱크탑  CRYE,LW1FM4S-075671,0,여성,1,2026,https://image.msscdn.net/images/goods_img/20260626/6739182/6739182_17860690650973_500.jpg,78000,55000,0,0,0,201,,,,,,,{11},"{""Cherry Ember^0"",""Cherry Ember^2"",""Cherry Ember^4"",""Cherry Ember^6"",""Cherry Ember^8"",""Cherry Ember^10"",""Cherry Ember^12"",""Cherry Ember^14""}","{/images/prd_img/20260626/6739182/detail_6739182_17860690657135_500.jpg,/images/prd_img/20260626/6739182/detail_6739182_17860690658655_500.jpg,/images/prd_img/20260626/6739182/detail_6739182_17860690660094_500.jpg,/images/prd_img/20260626/6739182/detail_6739182_17860690661622_500.jpg}",,,,,,,2026-08-12 03:47:03.50325+00
6769959,001011,017016003,fairliar,페어라이어 골프,리브 홀터넥 니트 (아이보리),5021682569,0,여성,2,0000,https://image.msscdn.net/images/goods_img/20260702/6769959/6769959_17830510362680_500.jpg,218000,218000,0,0,0,0,,,,,,,{23},"{아이보리^XS,아이보리^S,아이보리^M}","{/images/prd_img/20260702/6769959/detail_6769959_17830510368184_500.jpg,/images/prd_img/20260702/6769959/detail_6769959_17830510369473_500.jpg,/images/prd_img/20260702/6769959/detail_6769959_17830510370938_500.jpg}",,,,,,,2026-08-12 03:47:03.50325+00
6770710,001011,017016003,fairliar,페어라이어 골프,리브 홀터넥 니트 (블랙),5021684634,0,여성,2,0000,https://image.msscdn.net/images/goods_img/20260702/6770710/6770710_17830508606934_500.jpg,218000,218000,0,0,0,0,,,,,,,{2},"{블랙^XS,블랙^S,블랙^M}",,,,,,,,2026-08-12 03:47:03.50325+00
6771755,001011,001011,massimodutti2,마시모두띠,레이스 디테일 스트랩 탑,06812918800,0,여성,"","",https://image.msscdn.net/images/goods_img/20260702/6771755/6771755_17829854351446_500.jpg,69000,69000,0,0,0,185,,,,,,,{2},"{""블랙^XS (KR 44-55)"",""블랙^S (KR 55)"",""블랙^M (KR 55-66)"",""블랙^L (KR 66)"",""블랙^XL (KR 77)""}","{/images/prd_img/20260702/6771755/detail_6771755_17829854358180_500.jpg,/images/prd_img/20260702/6771755/detail_6771755_17829854359551_500.jpg,/images/prd_img/20260702/6771755/detail_6771755_17829854361067_500.jpg,/images/prd_img/20260702/6771755/detail_6771755_17829854362549_500.jpg,/images/prd_img/20260702/6771755/detail_6771755_17829854363962_500.jpg,/images/prd_img/20260702/6771755/detail_6771755_17829854365669_500.jpg,/images/prd_img/20260702/6771755/detail_6771755_17829854367309_500.jpg,/images/prd_img/20260702/6771755/detail_6771755_17829854368713_500.jpg,/images/prd_img/20260702/6771755/detail_6771755_17829854370088_500.jpg}",,,,,,,2026-08-12 03:47:03.50325+00
6781341,001001,001001,massimodutti2,마시모두띠,코튼 블렌드 스트라이프 오픈워크 폴로셔츠,06232630400,0,여성,"","",https://image.msscdn.net/images/goods_img/20260703/6781341/6781341_17830725742755_500.jpg,109000,109000,0,0,0,343,,,,,,,{7},"{""블루^XS (KR 44-55)"",""블루^S (KR 55)"",""블루^M (KR 55-66)"",""블루^L (KR 66)"",""블루^XL (KR 77)""}","{/images/prd_img/20260703/6781341/detail_6781341_17830725751439_500.jpg,/images/prd_img/20260703/6781341/detail_6781341_17830725752916_500.jpg,/images/prd_img/20260703/6781341/detail_6781341_17830725754628_500.jpg,/images/prd_img/20260703/6781341/detail_6781341_17830725756070_500.jpg}",,,,,,,2026-08-12 03:47:03.50325+00
6781377,001001,001001,massimodutti2,마시모두띠,오픈워크 코튼 블렌드 폴로셔츠,06231630700,0,여성,"","",https://image.msscdn.net/images/goods_img/20260703/6781377/6781377_17830729401208_500.jpg,99000,99000,0,0,0,362,,,,,,,{4},"{""갈색^XS (KR 44-55)"",""갈색^S (KR 55)"",""갈색^M (KR 55-66)"",""갈색^L (KR 66)"",""갈색^XL (KR 77)""}","{/images/prd_img/20260703/6781377/detail_6781377_17830729408244_500.jpg,/images/prd_img/20260703/6781377/detail_6781377_17830729409781_500.jpg,/images/prd_img/20260703/6781377/detail_6781377_17830729411220_500.jpg,/images/prd_img/20260703/6781377/detail_6781377_17830729412945_500.jpg}",,,,,,,2026-08-12 03:47:03.50325+00
